"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Code Size Rules","Comment Rules","Controversial Rules","Coupling Rules","Design Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules"
"L3493","fHdfs","org.apache.hadoop.fs.viewfs.TestViewFsFileStatusHdfs.fHdfs;LFileSystem;","L3485","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\fs\viewfs\TestViewFsFileStatusHdfs.java","59","3","59","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3494","vfs","org.apache.hadoop.fs.viewfs.TestViewFsFileStatusHdfs.vfs;LFileSystem;","L3485","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\fs\viewfs\TestViewFsFileStatusHdfs.java","60","3","60","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3509","cluster","org.apache.hadoop.fs.viewfs.TestViewFsHdfs.cluster;Lorg/apache/hadoop/hdfs/MiniDFSCluster;","L3507","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\fs\viewfs\TestViewFsHdfs.java","39","3","39","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3510","CONF","org.apache.hadoop.fs.viewfs.TestViewFsHdfs.CONF;Lorg/apache/hadoop/hdfs/HdfsConfiguration;","L3507","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\fs\viewfs\TestViewFsHdfs.java","40","3","40","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3511","fc","org.apache.hadoop.fs.viewfs.TestViewFsHdfs.fc;LFileContext;","L3507","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\fs\viewfs\TestViewFsHdfs.java","41","3","41","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3536","runnable","org.apache.hadoop.lib.lang.RunnableCallable.runnable;Ljava/lang/Runnable;","L3531","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\lang\RunnableCallable.java","32","3","32","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3537","callable","org.apache.hadoop.lib.lang.RunnableCallable.callable;Ljava/util/concurrent/Callable;","L3531","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\lang\RunnableCallable.java","33","3","33","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3567","error","org.apache.hadoop.lib.lang.XException.error;Lorg/apache/hadoop/lib/lang/XException$ERROR;","L3561","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\lang\XException.java","48","3","48","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3678","prefix","org.apache.hadoop.lib.server.BaseService.prefix;Ljava/lang/String;","L3676","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\server\BaseService.java","32","3","32","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3679","server","org.apache.hadoop.lib.server.BaseService.server;Lorg/apache/hadoop/lib/server/Server;","L3676","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\server\BaseService.java","33","3","33","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3680","serviceConfig","org.apache.hadoop.lib.server.BaseService.serviceConfig;LConfiguration;","L3676","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\server\BaseService.java","34","3","34","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3716","log","org.apache.hadoop.lib.server.Server.log;LLogger;","L2323","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\server\Server.java","82","3","82","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3717","CONF_SERVICES","org.apache.hadoop.lib.server.Server.CONF_SERVICES;Ljava/lang/String;","L2323","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\server\Server.java","87","3","87","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3719","CONF_SERVICES_EXT","org.apache.hadoop.lib.server.Server.CONF_SERVICES_EXT;Ljava/lang/String;","L2323","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\server\Server.java","92","3","92","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3721","CONF_STARTUP_STATUS","org.apache.hadoop.lib.server.Server.CONF_STARTUP_STATUS;Ljava/lang/String;","L2323","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\server\Server.java","97","3","97","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3748","DEFAULT_LOG4J_PROPERTIES","org.apache.hadoop.lib.server.Server.DEFAULT_LOG4J_PROPERTIES;Ljava/lang/String;","L2323","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\server\Server.java","142","3","142","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3750","status","org.apache.hadoop.lib.server.Server.status;Lorg/apache/hadoop/lib/server/Server$Status;","L2323","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\server\Server.java","144","3","144","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3751","name","org.apache.hadoop.lib.server.Server.name;Ljava/lang/String;","L2323","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\server\Server.java","145","3","145","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3752","homeDir","org.apache.hadoop.lib.server.Server.homeDir;Ljava/lang/String;","L2323","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\server\Server.java","146","3","146","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3753","configDir","org.apache.hadoop.lib.server.Server.configDir;Ljava/lang/String;","L2323","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\server\Server.java","147","3","147","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3754","logDir","org.apache.hadoop.lib.server.Server.logDir;Ljava/lang/String;","L2323","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\server\Server.java","148","3","148","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3755","tempDir","org.apache.hadoop.lib.server.Server.tempDir;Ljava/lang/String;","L2323","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\server\Server.java","149","3","149","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3756","config","org.apache.hadoop.lib.server.Server.config;LConfiguration;","L2323","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\server\Server.java","150","3","150","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3757","services","org.apache.hadoop.lib.server.Server.services;Ljava/util/Map;","L2323","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\server\Server.java","151","3","151","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4135","ORDER","org.apache.hadoop.lib.server.TestServer.ORDER;Ljava/util/List;","L4050","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\test\java\org\apache\hadoop\lib\server\TestServer.java","456","3","456","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4229","name","org.apache.hadoop.lib.server.TestServerConstructor.name;Ljava/lang/String;","L4227","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\test\java\org\apache\hadoop\lib\server\TestServerConstructor.java","53","3","53","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4230","homeDir","org.apache.hadoop.lib.server.TestServerConstructor.homeDir;Ljava/lang/String;","L4227","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\test\java\org\apache\hadoop\lib\server\TestServerConstructor.java","54","3","54","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4231","configDir","org.apache.hadoop.lib.server.TestServerConstructor.configDir;Ljava/lang/String;","L4227","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\test\java\org\apache\hadoop\lib\server\TestServerConstructor.java","55","3","55","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4232","logDir","org.apache.hadoop.lib.server.TestServerConstructor.logDir;Ljava/lang/String;","L4227","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\test\java\org\apache\hadoop\lib\server\TestServerConstructor.java","56","3","56","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4233","tempDir","org.apache.hadoop.lib.server.TestServerConstructor.tempDir;Ljava/lang/String;","L4227","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\test\java\org\apache\hadoop\lib\server\TestServerConstructor.java","57","3","57","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4234","conf","org.apache.hadoop.lib.server.TestServerConstructor.conf;LConfiguration;","L4227","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\test\java\org\apache\hadoop\lib\server\TestServerConstructor.java","58","3","58","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4261","KIND_NAME","org.apache.hadoop.lib.service.DelegationTokenIdentifier.KIND_NAME;LText;","L1713","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\service\DelegationTokenIdentifier.java","32","3","32","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5272","FILE_SYSTEM_TL","org.apache.hadoop.lib.servlet.FileSystemReleaseFilter.FILE_SYSTEM_TL;Ljava/lang/ThreadLocal;","L1967","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\servlet\FileSystemReleaseFilter.java","43","3","43","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5304","HOSTNAME_TL","org.apache.hadoop.lib.servlet.HostnameFilter.HOSTNAME_TL;Ljava/lang/ThreadLocal;","L5301","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\servlet\HostnameFilter.java","41","3","41","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5308","log","org.apache.hadoop.lib.servlet.HostnameFilter.log;LLogger;","L5301","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\servlet\HostnameFilter.java","42","3","42","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5350","HOME_DIR","org.apache.hadoop.lib.servlet.ServerWebApp.HOME_DIR;Ljava/lang/String;","L2169","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\servlet\ServerWebApp.java","41","3","41","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5351","CONFIG_DIR","org.apache.hadoop.lib.servlet.ServerWebApp.CONFIG_DIR;Ljava/lang/String;","L2169","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\servlet\ServerWebApp.java","42","3","42","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5352","LOG_DIR","org.apache.hadoop.lib.servlet.ServerWebApp.LOG_DIR;Ljava/lang/String;","L2169","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\servlet\ServerWebApp.java","43","3","43","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5353","TEMP_DIR","org.apache.hadoop.lib.servlet.ServerWebApp.TEMP_DIR;Ljava/lang/String;","L2169","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\servlet\ServerWebApp.java","44","3","44","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5354","HTTP_HOSTNAME","org.apache.hadoop.lib.servlet.ServerWebApp.HTTP_HOSTNAME;Ljava/lang/String;","L2169","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\servlet\ServerWebApp.java","45","3","45","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5355","HTTP_PORT","org.apache.hadoop.lib.servlet.ServerWebApp.HTTP_PORT;Ljava/lang/String;","L2169","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\servlet\ServerWebApp.java","46","3","46","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5356","HOME_DIR_TL","org.apache.hadoop.lib.servlet.ServerWebApp.HOME_DIR_TL;Ljava/lang/ThreadLocal;","L2169","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\servlet\ServerWebApp.java","48","3","48","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5357","authority","org.apache.hadoop.lib.servlet.ServerWebApp.authority;Ljava/net/InetSocketAddress;","L2169","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\servlet\ServerWebApp.java","50","3","50","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5530","IDENTIFIER_PATTERN_STR","org.apache.hadoop.lib.util.Check.IDENTIFIER_PATTERN_STR;Ljava/lang/String;","L5504","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\util\Check.java","109","3","109","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5531","IDENTIFIER_PATTERN","org.apache.hadoop.lib.util.Check.IDENTIFIER_PATTERN;Ljava/util/regex/Pattern;","L5504","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\util\Check.java","111","3","111","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5730","klass","org.apache.hadoop.lib.wsrs.EnumParam.klass;Ljava/lang/Class;","L1850","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\wsrs\EnumParam.java","28","3","28","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5748","LOG","org.apache.hadoop.lib.wsrs.ExceptionProvider.LOG;LLogger;","L1652","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\wsrs\ExceptionProvider.java","34","3","34","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5749","ENTER","org.apache.hadoop.lib.wsrs.ExceptionProvider.ENTER;Ljava/lang/String;","L1652","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\wsrs\ExceptionProvider.java","36","3","36","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5766","is","org.apache.hadoop.lib.wsrs.InputStreamEntity.is;Ljava/io/InputStream;","L2058","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\wsrs\InputStreamEntity.java","31","3","31","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5767","offset","org.apache.hadoop.lib.wsrs.InputStreamEntity.offset;J","L2058","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\wsrs\InputStreamEntity.java","32","3","32","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5768","len","org.apache.hadoop.lib.wsrs.InputStreamEntity.len;J","L2058","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\wsrs\InputStreamEntity.java","33","3","33","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5791","ENTER","org.apache.hadoop.lib.wsrs.JSONMapProvider.ENTER;Ljava/lang/String;","L5789","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\wsrs\JSONMapProvider.java","42","3","42","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5831","ENTER","org.apache.hadoop.lib.wsrs.JSONProvider.ENTER;Ljava/lang/String;","L5829","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\wsrs\JSONProvider.java","41","3","41","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5862","name","org.apache.hadoop.lib.wsrs.Param.name;Ljava/lang/String;","L1753","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\wsrs\Param.java","27","3","27","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5863","value","org.apache.hadoop.lib.wsrs.Param.value;Ljava/lang/Object;","L1753","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\wsrs\Param.java","28","3","28","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5880","params","org.apache.hadoop.lib.wsrs.Parameters.params;Ljava/util/Map;","L2032","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\wsrs\Parameters.java","31","3","31","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5904","driverParam","org.apache.hadoop.lib.wsrs.ParametersProvider.driverParam;Ljava/lang/String;","L1744","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\wsrs\ParametersProvider.java","45","3","45","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5905","enumClass","org.apache.hadoop.lib.wsrs.ParametersProvider.enumClass;Ljava/lang/Class;","L1744","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\wsrs\ParametersProvider.java","46","3","46","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5909","paramsDef","org.apache.hadoop.lib.wsrs.ParametersProvider.paramsDef;Ljava/util/Map;","L1744","L103","C:\Users\Sarkar\Desktop\sm\hadoop-release-2.2.0\hadoop-hdfs-project\hadoop-hdfs-httpfs\src\main\java\org\apache\hadoop\lib\wsrs\ParametersProvider.java","47","3","47","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
